priority,latency,jitter,framelength
1,0.7028799024051854,0.019146083408054404,64
1,0.5174942592357814,0.047253735394250186,64
1,0.7271638159710038,0.04822784102690936,64
1,0.3318203395999248,0.012102555506894354,64
1,0.7256708607930731,0.036425360788625454,64
1,0.7691445916096138,0.04154158587890996,64
1,0.44030917253849694,0.04174905447410501,64
1,0.3229946161155061,0.033976011755296125,64
1,0.4616504077013417,0.04564468524657936,64
1,0.5848085960641778,0.005332777686966617,64
1,0.38495541858647303,0.004652559788334415,64
1,0.4744651385036391,0.02189820747841826,64
1,0.3682484692088027,0.017343065259505935,64
1,0.4177409191237971,0.002370679278254717,64
1,0.687271068264721,0.04572533480693107,64
1,0.552438107180681,0.030377622428446084,64
1,0.6854818086789296,0.027170277157802014,64
1,0.5241854482420771,0.020746761661663102,64
1,0.6952408011815632,0.028476874346786113,64
1,0.7284016681001624,0.023172469400688178,64
1,0.44285833960714566,0.04060245997789523,64
1,0.49874765559191175,0.011868693049985718,64
1,0.49727307169426965,0.023944101830871974,64
1,0.3988395619594733,0.04344988008556325,64
1,0.3986033603933517,0.03418883047102502,64
1,0.7975155439100847,0.026407658471282014,64
1,0.7578771776139627,0.012669204244585909,64
1,0.6439356886482805,0.0015794934295498499,64
1,0.7289499547842773,0.00641074991965247,64
1,0.4277995403796419,0.01258937733322172,64
1,0.47528286257683117,0.024567812999828593,64
1,0.5458068947489878,0.0012438082709800903,64
1,0.3436634557125921,0.03813005400305289,64
1,0.35224324500155346,0.03677695747188711,64
1,0.6160231184761327,0.017409492949273325,64
1,0.47077036722535276,0.03928696938446404,64
1,0.7254850168962145,0.020908130676042736,64
1,0.45561831874182385,0.04709567926815137,64
1,0.7782831705311931,0.006087967093762992,64
1,0.4212047205372779,0.04719415666101234,64
1,0.6484935109533501,0.03315165305762562,64
1,0.7021573881028247,0.02787115588436453,64
1,0.6642063768561639,0.028432908610012936,64
1,0.36033602222142347,0.012487786715595606,64
1,0.45272797873066206,0.005164810283188415,64
1,0.7622401898664671,0.010169780193900314,64
1,0.6959551223990263,0.02921004545546781,64
1,0.7466578566419637,0.04316628175296703,64
1,0.5745364620002297,0.02009088061402276,64
1,0.4520443235503641,0.042953088018321,64
1,0.32762794807195916,0.013410307798661154,64
1,0.3022864534465108,0.022150258833213667,64
1,0.6351557349644348,0.013435979413734374,64
1,0.35690754475157427,0.0005738446275370346,64
1,0.44407310464346655,0.01787323151389093,64
1,0.6890492364841692,0.028945927668090295,64
1,0.48922940296671874,0.017305843545607987,64
1,0.3964811880709233,0.003380567705601706,64
1,0.5560060408924816,0.018145458823737127,64
1,0.7537190149059145,0.04439023429306228,64
1,0.6192595882149909,0.031097976386197296,64
1,0.3718627534790963,0.016204576038815494,64
1,0.3686505104626119,0.049590842461599574,64
1,0.32415561815218735,0.02836748179689326,64
1,0.795484573526797,0.04240622540031543,64
1,0.3387759603396901,0.022891374993549613,64
1,0.48502983107014713,0.029827283408636104,64
1,0.3600764762219692,0.024122866435660417,64
1,0.7502807649799224,0.010068371178608405,64
1,0.5686129453066764,0.018014536931117577,64
1,0.6044495659789209,0.0458280460759449,64
1,0.4659616954357047,0.00925774417208487,64
1,0.5430833173911724,0.032868877749416214,64
1,0.4933841156208906,0.003625612510722759,64
1,0.49757375479246624,0.0090210081745722,64
1,0.4574031908094895,0.017229450426487835,64
1,0.5382262805341749,0.018348201484775645,64
1,0.420542382062147,0.0012075135484173939,64
1,0.6532256608797068,0.007201706267561886,64
1,0.6277155733581857,0.044891720606762914,64
1,0.6738379489036892,0.01726899005362897,64
1,0.6158343169481872,0.012578925118783125,64
1,0.6935094382435418,0.04865028124840892,64
1,0.7035798891083016,0.03301404994719488,64
1,0.704866572202749,0.02875185092865165,64
1,0.6951989211405062,0.03930413654539929,64
1,0.6686901177339387,0.04298710720818473,64
1,0.3787458477218238,0.005653190063343661,64
1,0.3221036699136775,0.03378957804935251,64
1,0.7112001372660717,0.0364024732957914,64
1,0.5837000108916952,0.017161248389317447,64
1,0.3854527914741487,0.02692414809968229,64
1,0.7966628718625269,0.024144059926283653,64
1,0.40501784000404223,0.023428093584327667,64
1,0.3701261600267432,0.03724815362466573,64
1,0.4377008393171513,0.03538656731120058,64
1,0.5008770152832311,0.026294174155416822,64
1,0.41672642359284623,0.009035549529372322,64
1,0.5345642780936971,0.039519429573429674,64
1,0.49077236420454556,0.039815612576451914,64
1,0.35419587652834666,0.016069763089676514,64
1,0.3865845013277462,0.03867003940520582,64
1,0.7837190894315454,0.016681248466978545,64
1,0.47556248411369795,0.04624160235464112,64
1,0.5362406821280208,0.03826211817304133,64
1,0.7215176045402778,0.044919431407877436,64
1,0.7276968269274584,0.01014545815240539,64
1,0.6932860139857546,0.04498114319848337,64
1,0.4869763136090907,0.0438090315311762,64
1,0.34390413313212853,0.01040429447179171,64
1,0.5715248548824705,0.019043527233710045,64
1,0.642712104063197,0.01434242732334602,64
1,0.4099303671294419,0.04437051570478224,64
1,0.317641136073014,0.031401701242251404,64
1,0.42390409095983206,0.024642005768536493,64
1,0.6783196594579759,0.013183196015101113,64
1,0.3690116325034315,0.001550001970135112,64
1,0.6676074795581977,0.04437969855695453,64
1,0.3595020698819799,0.036821189892599984,64
1,0.6339740361742618,0.045967804629820364,64
1,0.3942248472864323,0.027343129495317392,64
1,0.38369247063342965,0.03587121768681358,64
1,0.7429594026833073,0.007309995832011063,64
1,0.7313404803231824,0.011499598583591997,64
1,0.4982942340524517,0.03867990248451414,64
1,0.592215926864949,0.017976597821435854,64
1,0.4611508892229538,0.03874395028454843,64
1,0.40322199528085745,0.011265791436694395,64
1,0.5038707664096602,0.03947670833167899,64
1,0.4625842328787272,0.04485640655085654,64
1,0.5821510952058,0.016450322280110504,64
1,0.5471678294092914,0.04241775783165964,64
1,0.6439476768972642,0.030127704981488118,64
1,0.40770827134595977,0.015661322532535337,64
1,0.6402782541574787,0.036721259819578383,64
1,0.789403380237448,0.04608523378541639,64
1,0.3394313710774478,0.025178203674148494,64
1,0.5577459481923455,0.003870670408186028,64
1,0.6373653277688389,0.014618351321624236,64
1,0.31127681396171536,0.01453270639054023,64
1,0.6901176383762369,0.0013958374853023647,64
1,0.6469975204255043,0.009397370750150142,64
1,0.6550459336828162,0.010471365794756755,64
1,0.41809858822034374,0.017263091600595054,64
1,0.6342523090592472,0.028621447496465835,64
1,0.48859010022416643,0.006806687801413219,64
1,0.5884703943654768,0.026174297107209976,64
1,0.7992682051889932,0.0003084070516790716,64
1,0.3662939113614633,0.03384534079945994,64
1,0.5637176215209858,0.026942240446555916,64
1,0.5846003119681329,0.020907579414514987,64
1,0.5671378430313276,0.0006333480706549933,64
1,0.4628591839319164,0.046653829107757006,64
1,0.39035996985213206,0.012071513024730102,64
1,0.5251440644214855,0.016892527762224892,64
1,0.30659955273139367,0.04357135629456662,64
1,0.4708418664203906,0.03743883135392458,64
1,0.459774424655332,0.011275065989575351,64
1,0.6012947426236523,0.0398582595726514,64
1,0.32186196368166947,0.007283981942674717,64
1,0.6825026880720286,0.023965235973512758,64
1,0.4486366345110192,0.00988969143016389,64
1,0.369553839328133,0.04401019248516914,64
1,0.42266881324448385,0.025025350132407725,64
1,0.5783434108708878,0.031306374889979505,64
1,0.3743122170704377,0.03799425958837872,64
1,0.42251031082760937,0.029229941048612842,64
1,0.7303087997084325,0.0028483039529945244,64
1,0.45098162194631736,0.0416190811810526,64
1,0.4762483756333511,0.006588623785024017,64
1,0.5825102582708876,0.0046090099364390295,64
1,0.766178915668165,0.024505297411269597,64
1,0.6885696850732681,0.00016214943436760888,64
1,0.5187265830763674,0.010898814248197775,64
1,0.38852834860234353,0.03281431225640146,64
1,0.7767554095612779,0.01938186605165597,64
1,0.790350213162254,0.047272716742961345,64
1,0.6036473140603658,0.025393464819409007,64
1,0.30208214843328063,0.012254139967895672,64
1,0.4287948615326667,0.047558365318980736,64
1,0.6809868004000942,0.029576401466147595,64
1,0.46513076533045095,0.01496504204821384,64
1,0.78751431530951,0.02162501653900466,64
1,0.40571480384563247,0.012248236166323163,64
1,0.5173285674584183,0.003641682279436931,64
1,0.7451662341161054,0.03065251087680687,64
1,0.7800501209741457,0.0005344001207716276,64
1,0.3207148893097937,0.003435352593839436,64
1,0.6582922616024283,0.014404608706587198,64
1,0.42705564297972265,0.02398446318028228,64
1,0.35622405783828,0.008349081057269609,64
1,0.5257581763380965,0.016364158242081133,64
1,0.628547649997485,0.006435005104541359,64
1,0.547954797867043,0.029941223014582987,64
1,0.5651124605612823,0.018282211867083027,64
1,0.36018075634795776,0.022425973549316594,64
1,0.30719953884895995,0.0320693147326214,64
1,0.453777374206669,0.025015528051050864,64
1,0.6184775240416458,0.04607763129487867,64
1,0.5487414679891797,0.031026444059074055,64
1,0.3637067157252197,0.024102266748835963,64
1,0.6452304866335861,0.0009296260898793763,64
1,0.3753685947815311,0.04689529368633315,64
1,0.37813889806531914,0.04562024968976143,64
1,0.473384769660712,0.03396692795954833,64
1,0.48350229619178936,0.032057560373333814,64
1,0.5251195532311186,0.021778333743169266,64
1,0.4362908894982442,0.007870413642043678,64
1,0.4014791981549592,0.04991753580954729,64
1,0.508832625548325,0.040213939392998284,64
1,0.70415419093975,0.049917198720754695,64
1,0.4904601220965973,0.008759819079819852,64
1,0.7114403343393859,0.023920306140489712,64
1,0.5516712109243943,0.0436124902643371,64
1,0.35970477531147943,0.002963026484412773,64
1,0.6869152984358526,0.03116506767190988,64
1,0.4553198256663201,0.043218876392138034,64
1,0.5204681068513353,0.030231366559057726,64
1,0.36674452773709115,0.04672779595512142,64
1,0.5878615691114775,0.03573123094801961,64
1,0.7486526012301855,0.045665721783084645,64
1,0.6872975786936545,0.0003205119949594382,64
1,0.541732723959167,0.041608205629989264,64
1,0.4962984186414321,0.0366991932309633,64
1,0.5153658120948232,0.005525600308540485,64
1,0.3443136549495634,0.03760081927800145,64
1,0.7917685503903082,0.036114785021181116,64
1,0.730980602876662,0.021164261431799676,64
1,0.42574220931015794,0.04174426417392915,64
1,0.34639055997541,0.01740413784600498,64
1,0.39069244622411675,0.047018363931693674,64
1,0.6835089043276531,0.035477050655278446,64
1,0.6927741710933182,0.003442810333138119,64
1,0.561124752529127,0.028592242232035815,64
1,0.48593582963552273,0.005121386459238853,64
1,0.5471501048486144,0.005045455710246189,64
1,0.7360170511041361,0.04250957017798438,64
1,0.42073920143655547,0.001964414000802045,64
1,0.5910339835881908,0.01973132039022107,64
1,0.3721863673148475,0.04997052447275782,64
1,0.4078417762531013,0.03592039865470283,64
1,0.43416574238640104,0.04960657257680883,64
1,0.5356033504947864,0.006759788436418269,64
1,0.44755316837992626,0.00010275284017571829,64
1,0.5710741219577857,0.04911699157224744,64
1,0.5218927214964677,0.04703258135138097,64
1,0.36262275600551436,0.0005675179468370817,64
1,0.5366263599857172,0.017943520491123133,64
1,0.3005447363860766,0.0006088163067601016,64
1,0.45101291869685034,0.021820262423726106,64
1,0.5880609969812894,0.009679486308087931,64
1,0.30198221410768145,0.02446555714137751,64
1,0.5497662595349817,0.04898083938699244,64
1,0.5714490964239315,0.044237343305264645,64
1,0.6181093529078749,0.009496329558720769,64
1,0.702067718624013,0.02651052971552108,64
1,0.7584152787555332,0.03438578096677413,64
1,0.7736809081398444,0.00601046837274975,64
1,0.46232699973180547,0.03216948552382889,64
1,0.30851480644773366,0.016962779225520648,64
1,0.5659679394556663,0.03419924942166043,64
1,0.47188526773674233,0.004284602688439965,64
1,0.4257294863127449,0.029734791089064856,64
1,0.42329552361528283,0.02738963103981808,64
1,0.5063974407544827,0.03589196228827392,64
1,0.3731521495948386,0.03976425813456059,64
1,0.758946684124554,0.017254217484346874,64
1,0.6528650557323569,0.0257545867364283,64
1,0.35723839824037296,0.01450426131044983,64
1,0.5747714684763727,0.013894180747642877,64
1,0.5883317345670414,0.04629778672586815,64
1,0.727697666316868,0.03716028007740068,64
1,0.4943565188438923,0.03990502647156474,64
1,0.7661574385178388,0.047859640361968075,64
1,0.48776114431279055,0.03642194128926048,64
1,0.5694580920065675,0.028047392930961226,64
1,0.5884348576015654,0.04513755465597766,64
1,0.5334966541085118,0.035590189088369514,64
1,0.6946666905314095,0.005000903735175705,64
1,0.39418269893695645,0.024149326456466537,64
1,0.3530158842454499,0.04591930312719161,64
1,0.7950763897325885,0.02115860807926839,64
1,0.4494206203072098,0.01712077454542371,64
1,0.551534599012564,0.021850534047201817,64
1,0.34311458172182013,0.04100468678068386,64
1,0.42046686005041306,0.017274635365685482,64
1,0.6426097723960131,0.022476005447198445,64
1,0.3115795043478501,0.04772286390261569,64
1,0.3652175234844782,0.0304623013633966,64
1,0.6209065356770553,0.04259174187253283,64
1,0.7904615895755276,0.04598985527195735,64
1,0.7007460560870955,0.04071570656541694,64
1,0.3282164509134375,0.02341623914989025,64
1,0.39816447966632246,0.012040412313189603,64
1,0.6382311619366035,0.016199806633041516,64
1,0.704107609978815,0.03267439932988157,64
1,0.602295193706672,0.043797111618006326,64
1,0.5458658803352606,0.028595052564005657,64
1,0.6713099047696511,0.048600282024356456,64
1,0.4452470518196192,0.04310243073590795,64
1,0.556254302858692,0.020917842285820498,64
1,0.6099284574313515,0.04352164270706121,64
1,0.421681778969128,0.0364137386687723,64
1,0.7806304518751761,0.04516203001792705,64
1,0.344083028754344,0.03268870634882922,64
1,0.7396370773382341,0.005476497931762608,64
1,0.4913518754231954,0.02557175781320491,64
1,0.37078985939648695,0.017194060573259347,64
1,0.5087327091155376,0.009493059257997533,64
1,0.6590911439608932,0.028628494643555193,64
1,0.375139599057107,0.029732170023059154,64
1,0.6401850914352276,0.018547088444936532,64
1,0.6695264295076401,0.022503708497241343,64
1,0.33140132989005805,0.007541584744458607,64
1,0.4835009857049329,0.025516048881048976,64
1,0.7526352770760119,0.03824670465340011,64
1,0.40230631908726633,0.020177827046547192,64
1,0.3907660428771136,0.03359616627262406,64
1,0.46696633845397684,0.01674988416461264,64
1,0.3547161461871428,0.026085562675160393,64
1,0.5302765876831792,0.01065120383976021,64
1,0.5303829216427258,0.04549751151577743,64
1,0.7858264024183743,0.04408238951075772,64
1,0.6631647713870894,0.012108934259125737,64
1,0.391777054173285,0.04295132697063184,64
1,0.4377275266304737,0.03769572808876562,64
1,0.392872983446063,0.004837091441561509,64
1,0.5003195481165921,0.040629617016091094,64
1,0.7119941968750265,0.038408716826510904,64
1,0.3416987084110347,0.008163682349761841,64
1,0.7698623938243472,0.026680842599784302,64
1,0.4147311124636098,0.03105280074847859,64
1,0.32948313938465634,0.01579188488187839,64
1,0.7831926633149383,0.006044845830025642,64
1,0.6683941552288155,0.024001409075073744,64
1,0.3275262500856941,0.03942516967302137,64
1,0.3423939041846762,0.03155672980600008,64
1,0.3576896037432914,0.041145495550595566,64
1,0.4784946291394329,0.04158013380543514,64
1,0.7342529372268575,0.027451719062488833,64
1,0.4072924789563215,0.012071534913370235,64
1,0.5750306938267027,0.007749133519982659,64
1,0.7189504448544791,0.04665944911983991,64
1,0.7444567169228061,0.04425202577576992,64
1,0.6958444502896712,0.004538979125294745,64
1,0.46036995571021816,0.02663918009366807,64
1,0.7839464588232188,0.01514340926377138,64
1,0.6440817740493242,0.010922928361206036,64
1,0.6878680816925754,0.006129218647469692,64
1,0.6005644986428839,0.02614196825205919,64
1,0.35895958329385336,0.007023415208758144,64
1,0.7644946656215051,0.01601535262004042,64
1,0.7897841697636254,0.013275304380442466,64
1,0.4089892258307338,0.006101227798818049,64
1,0.535759987042397,0.002106096964261611,64
1,0.5400574613257587,0.007021549806047367,64
1,0.3545395541451112,0.046841482130413566,64
1,0.44870666762396516,0.023566767288479853,64
1,0.5233979878362406,0.03196780841518122,64
1,0.4030865603172088,0.02154178965116323,64
1,0.7398278306059385,0.02025638551128244,64
1,0.6341624002911187,0.03132615120021732,64
1,0.6761372194130032,0.002307801022009026,64
1,0.5679062279466078,0.003566864567637107,64
1,0.46700900899356845,0.030590453877204923,64
1,0.7797313429818686,0.022851555179396917,64
1,0.4555232802967313,0.0002930044568009549,64
1,0.32696750783157225,0.024534196728516946,64
1,0.3443465814964648,0.02121629601893517,64
1,0.42263237503190576,0.02841942959773183,64
1,0.3074438461217349,0.028846461862725194,64
1,0.3952151171075447,0.001604003336919524,64
1,0.67037330313655,0.025757354843683158,64
1,0.5921519711558396,0.03785243809783859,64
1,0.34148448169320555,0.0003167118074911768,64
1,0.6485049377536312,0.020578029371495624,64
1,0.6614525280890529,0.017440448460721077,64
1,0.7052943652696929,0.02565503936301767,64
1,0.6017147824515354,0.01174790294984806,64
1,0.7469589249025013,0.021709193607572543,64
1,0.5897104705851322,0.04390488277637496,64
1,0.7918066353767272,0.024756358296880138,64
1,0.3905355129160873,0.023755882259312435,64
1,0.44263657090164304,0.017857825211420725,64
1,0.5086314678548536,0.015438361966375097,64
1,0.4317597117267491,0.04912188123342387,64
1,0.41280416562740224,0.012590474610594477,64
1,0.6438320021523241,0.029335135622129985,64
1,0.5197590239457704,0.031112715799661933,64
1,0.6796670986425074,0.04886024551742174,64
1,0.5000696474664381,0.001552294202292659,64
1,0.5369453353207828,0.006434458520046854,64
1,0.7594307902867325,0.04392415894905349,64
1,0.3346436198700505,0.03020579737278179,64
1,0.7344435025620635,0.02389338693615234,64
1,0.6432822447543003,0.02356031417332894,64
1,0.46368293476725647,0.010314288623699586,64
1,0.46366842641995043,0.016514874202389253,64
1,0.5965257641877136,0.03173999210230404,64
1,0.37794622847115833,0.040530109073433164,64
1,0.5077586033495894,0.016798105875677732,64
5,0.9205643465781472,0.04460514564096659,64
5,0.4458195886626616,0.038687021321726064,64
5,0.5963767285901851,0.03936593111505421,64
5,1.1470576369404952,0.006617587038868434,64
5,1.0800125255662414,0.016150125310477104,64
5,0.403391932178755,0.03436856279087102,64
5,1.0218957379700053,0.0025810867408607055,64
5,0.5537620020330875,0.046190352707466714,64
5,0.7190850917168325,0.04449166765441512,64
5,1.0722177509440347,0.012426453076605821,64
5,1.1024449177999023,0.021037679716082267,64
5,0.6229913250911514,0.04565991837075655,64
5,0.6031251272989708,0.039043068501502735,64
5,0.8731515368300058,0.012307641126653458,64
5,1.1560450217356413,0.014932936712175727,64
5,0.3503678217188051,0.006957305421170224,64
5,0.6180954384704578,0.04563900556360525,64
5,1.1069677230363935,0.018411717958334368,64
5,0.6752351181718859,0.0005295569258040534,64
5,0.78561891929086,0.0015603287415937974,64
5,1.0275171991552443,0.04267377913143555,64
5,0.7419850415790707,0.038916192053480285,64
5,1.1128044800695422,0.012803152329613578,64
5,0.6422745059061362,0.033749359573848906,64
5,0.9575291501199314,0.01027088151032456,64
5,0.3508969140630954,0.03814902804921902,64
5,0.6484710666616635,0.00816479529345046,64
5,0.4808138897687222,0.007186109378459388,64
5,0.911244685104849,0.013551620770767792,64
5,0.9858905950045371,0.027501219409624474,64
5,0.5480048527333687,0.010383240547586686,64
5,0.502854886917929,0.03838921546982435,64
5,0.4499044630902195,0.013058758602315024,64
5,0.4120828666092713,0.027810896680518088,64
5,0.3597209146458456,0.022672820026428866,64
5,0.6392461227068199,0.00316036062292564,64
5,1.0335067387457009,0.0028716224851967898,64
5,0.9654333247273099,0.0008980092865723155,64
5,0.304822313836624,0.028019720181258964,64
5,0.6222446637272376,0.013546997091028856,64
5,0.4928736671356091,0.043371578951081693,64
5,0.3774266296733599,0.02032620814386172,64
5,0.4817986574525755,0.043111717354744665,64
5,0.3925674879093721,0.03825556966025348,64
5,0.40220779495120357,0.0016130786330754822,64
5,0.9374168987999569,0.0038036047780639127,64
5,1.1093527810246238,0.005119552971027896,64
5,0.5380407393485643,0.046983568790895276,64
5,1.0340140243382003,0.0011061751352037963,64
5,0.9837671442394962,0.030938377679046253,64
5,1.05027974348583,0.04929685182429023,64
5,0.3452155853893757,0.030259365906152594,64
5,0.7777586664105409,0.041787746260234904,64
5,1.0742864003136676,0.022554115176501174,64
5,0.8880365833353885,0.03950666073987441,64
5,1.1768956300138904,0.02643619475211398,64
5,0.8868269828406532,0.003061820227491713,64
5,0.6152330624756309,0.009670857660875054,64
5,0.8555036842906332,0.022627980278167162,64
5,0.33372633420865466,0.015852889031516437,64
5,0.3251426114859531,0.003554165623070166,64
5,0.8440360989938149,0.009256531056466533,64
5,0.3618593434426475,0.011698690397440504,64
5,1.1503594565453743,0.014436079115416257,64
5,0.44967404414800605,0.021210547764184174,64
5,0.7732224833845254,0.01696850637580799,64
5,0.7074208441933776,0.015125612559319207,64
5,0.8927066290698664,0.03822907115104045,64
5,0.9748477180326462,0.03854346125902461,64
5,0.5121149467808555,0.03280693468977647,64
5,0.7541715490722425,0.00909478367693002,64
5,0.9784468103526509,0.02317857546726723,64
5,1.039243166899248,0.012874223810001056,64
5,1.0356489866471195,0.03110661682942678,64
5,1.1964748021439602,0.011653428708080832,64
5,0.40962073915532954,0.0005912032354992492,64
5,0.7057394275511306,0.011801811559815606,64
5,0.826928692915992,0.015115271521912544,64
5,0.7391742039370268,0.009812104825842428,64
5,0.8944204087816665,0.03972168476911963,64
5,0.3217784817354771,0.03481133977531901,64
5,1.153704882932676,5.1644830360669806e-05,64
5,0.6867597238938072,0.0217258748782629,64
5,0.5337201045096609,0.032436965888961625,64
5,0.5614840649579816,0.04923190520608437,64
5,0.33296751593437374,0.0232920393899484,64
5,0.7418187342290867,0.002342362000900683,64
5,1.170676053177034,0.016873666440210645,64
5,0.7384082176981215,0.012843914702211785,64
5,0.8519059065319778,0.011623033315860226,64
5,0.7769507212769968,0.0018753828786645722,64
5,0.9217592134760688,0.03633542632646399,64
5,0.31165013295987676,0.0008407661704833592,64
5,0.5279030054389166,0.01026189459106982,64
5,0.9759079756788493,0.0066810994424601035,64
5,0.7421001511907219,0.01572499186806909,64
5,0.41686651908391287,0.01545841942098991,64
5,0.8891515871729416,0.037711452950520113,64
5,0.3781959801430206,0.03944343086149219,64
5,1.1895793861972332,0.02024372528083215,64
5,1.1343124235614894,0.026100874978886076,64
5,0.7589793606088612,0.03010585738121009,64
5,0.6945366327060918,0.03575552410504079,64
5,0.6321855709793297,0.015363132581773353,64
5,1.136922970309847,0.003278806284741531,64
5,0.5282357596261273,0.000804742280382742,64
5,1.1274225156633348,0.028699952003305253,64
5,0.4730682577326832,0.04428566715570707,64
5,0.3055235763135677,0.023135285160353902,64
5,0.8418620090223667,0.0170138338404917,64
5,0.339870788107659,0.03044414384582252,64
5,0.4496236802660736,0.049839376438921876,64
5,0.37633052728667676,0.01719261855293416,64
5,1.041228352669106,0.015534257885986186,64
5,0.4509485649472851,0.03182241737570501,64
5,0.6469173113903202,0.011935592006335156,64
5,0.5852706829254171,0.015705878644588982,64
5,0.6833008140571573,0.007353866396291042,64
5,0.9466314903938524,0.0408055498848622,64
5,0.9317259641275346,0.029868571115874834,64
5,0.9714175203135396,0.03728550436917014,64
5,0.9387519896904652,0.03768101478940891,64
5,0.5834240371681922,0.025065947233283488,64
5,0.42988430238580866,0.028713672396488168,64
5,0.7801749089404353,0.006005421651299314,64
5,0.3736359641143533,0.019990355273175543,64
5,0.8017825091142239,0.04654796348175458,64
5,0.8449439520591568,0.002405500735117039,64
5,0.8579294020557571,0.006775979387440606,64
5,0.5826306106138719,0.04261957689748967,64
5,0.9164203919780884,0.01983838817819519,64
5,0.3562080176313549,0.03837973876394089,64
5,0.4854220987121117,0.030268406538271134,64
5,0.5351014123096616,0.014822598799246078,64
5,0.7391864808023367,0.005505227525956791,64
5,0.7136616678522023,0.016692720220974563,64
